SellerIsPriv,VehMake,VehMileage,Dealer_Listing_Price,Car_Age,Num_Owners,Accident,VehColorExt_Black,VehColorExt_Blue,VehColorExt_Bronze,VehColorExt_Brown,VehColorExt_Gold,VehColorExt_Gray,VehColorExt_Green,VehColorExt_Pink,VehColorExt_Purple,VehColorExt_Red,VehColorExt_Silver,VehColorExt_White,VehFuel_E85 Flex Fuel,VehFuel_Gasoline,VehDriveTrain_4WD,VehDriveTrain_AWD,VehDriveTrain_FWD,VehPriceLabel_Good Deal,VehPriceLabel_Great Deal,SellerRating_poor,SellerRating_average,SellerRating_good
False,0,29185.0,26988.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,1,24564.0,39995.0,5,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,0,12751.0,33990.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,31864.0,25997.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
False,1,7464.0,35588.0,5,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
False,0,17529.0,31490.0,5,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,1,7501.0,26495.0,6,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
False,0,12923.0,25500.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
False,0,37151.0,28130.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
False,1,31793.0,38997.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
False,0,10893.0,33373.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,22195.0,41600.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True
False,0,40801.0,25710.0,8,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
False,0,21093.0,31988.0,6,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
False,0,40277.0,29560.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
False,0,49149.0,27060.0,6,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
False,0,24118.0,29740.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,0,38625.0,25291.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
False,0,40084.0,24900.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,1,17536.0,35280.0,5,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False
False,0,33690.0,27999.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,22832.0,23890.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
False,0,33559.0,26000.0,8,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,34609.0,24000.0,6,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
False,0,30624.0,27190.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,40591.0,23988.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False
False,0,32117.0,25999.0,8,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,1,34939.0,34489.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
False,0,12589.0,31992.0,6,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,23757.0,37988.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,36062.0,24500.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False
False,0,31591.0,27930.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
False,0,6777.0,24500.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
False,0,27533.0,28850.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,35170.0,34988.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,36045.0,27986.0,6,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
False,0,21965.0,39493.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True
False,0,9715.0,26924.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,33582.0,22999.0,8,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,1,31468.0,36888.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
False,0,28476.0,26991.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False
False,0,36599.0,27950.0,8,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,0,17758.0,30990.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,0,48028.0,24900.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,17731.0,31400.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
False,1,20748.0,36995.0,6,2,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
False,1,29883.0,35989.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
False,0,45320.0,24465.0,8,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
False,1,29686.0,42921.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
False,0,25584.0,27995.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,26144.0,30975.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,1,16647.0,39000.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False
False,0,31243.0,27000.0,7,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
False,0,22625.0,35000.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,1,31719.0,34995.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
False,0,33338.0,25500.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,37151.0,28130.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
False,1,24241.0,32444.0,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,1,19146.0,32000.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False
False,1,32107.0,34988.0,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
False,0,38944.0,23000.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,1,8249.0,37897.0,5,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
False,0,25950.0,31765.0,6,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
False,1,32085.0,33990.0,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
False,1,5022.0,44995.0,4,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,0,15194.0,34788.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,42213.0,24968.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
False,1,16930.0,47000.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
False,0,27676.0,31995.0,8,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
False,0,10688.0,31988.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,20221.0,29500.0,5,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True
False,0,23317.0,32793.0,5,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,48873.0,24702.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
False,0,15399.0,34900.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False
False,0,8963.0,34988.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,True
False,1,22504.0,36995.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False
False,0,43712.0,24995.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,0,21632.0,30629.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,27631.0,25998.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
False,0,46723.0,25299.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False
False,0,46780.0,19965.0,8,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
False,0,33908.0,28700.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,1,35208.0,35995.0,5,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
False,0,27919.0,27887.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
False,0,22666.0,36996.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,0,27705.0,24999.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,False
False,0,38960.0,24995.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,17784.0,32480.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,False,False
False,0,4015.0,34800.0,5,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
False,0,40592.0,22800.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,0,38344.0,23051.0,7,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False
False,1,14682.0,40935.0,5,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
False,1,37995.0,32500.0,5,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,1,1725.0,40500.0,6,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
False,0,40625.0,24991.0,7,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,0,18440.0,29995.0,5,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,16716.0,44995.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
False,0,30881.0,21100.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,True
False,0,41401.0,25915.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
False,0,17162.0,25500.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,0,23197.0,26191.0,6,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,0,32231.0,19995.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
False,0,39672.0,23000.0,6,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,17838.0,29500.0,6,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,1,7046.0,35588.0,5,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,True
False,0,43511.0,24800.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True
False,0,33316.0,30595.0,5,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
False,0,10139.0,33933.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,8.0,37992.0,5,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
False,1,33729.0,30490.0,6,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
False,0,32574.0,28988.0,7,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
False,0,24082.0,26085.0,6,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
False,0,44736.0,23998.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,35015.0,32495.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,23528.0,21815.0,8,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
False,0,28801.0,22570.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True,False,False
False,0,42427.0,24500.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
False,0,15222.0,36500.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,40208.0,24427.0,6,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
False,1,16473.0,38750.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True
False,0,39415.0,30723.0,8,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,12009.0,27719.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,17726.0,30292.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,48395.0,27997.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
False,1,22938.0,39890.0,6,2,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
False,0,13677.0,35698.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,37624.0,26414.0,8,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,34945.0,28695.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
False,0,31682.0,33195.0,7,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,0,5.0,36529.0,5,0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,0,11364.0,27998.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,35387.0,34900.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,27293.0,24598.0,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
False,1,23221.0,35995.0,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,0,38282.0,27994.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True
False,0,31906.0,29000.0,6,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False
False,0,40313.0,21592.0,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False
False,0,44274.0,24900.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,1,17187.0,36995.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
False,1,39190.0,27990.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True
False,1,23705.0,37882.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
False,0,13039.0,32991.0,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
False,0,43956.0,26800.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,46271.0,32177.0,7,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
False,1,26980.0,32389.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
False,0,43531.0,25500.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
False,1,23892.0,32961.0,6,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,0,41272.0,27994.0,8,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True
False,0,15526.0,31930.0,5,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False
False,1,28974.0,33600.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False
False,0,22216.0,34370.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
False,0,48628.0,23900.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
False,0,34594.0,29500.0,8,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,0,34108.0,25956.0,8,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,460.0,44995.0,4,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,1,5343.0,35530.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
False,0,8073.0,28900.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False
False,1,18546.0,41870.0,5,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
False,0,24267.0,27977.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,37488.0,28999.0,5,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
False,1,21098.0,35830.0,5,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False
False,0,49923.0,24100.0,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
False,1,5548.0,46995.0,4,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
False,0,45423.0,26500.0,7,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False
False,1,22927.0,31998.0,6,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,1,12700.0,41995.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True
False,1,9.0,52534.0,5,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
False,0,35083.0,25471.0,8,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False
False,1,42346.0,26715.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
False,0,13124.0,30496.0,6,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,0,64.0,38900.0,4,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
False,1,25847.0,34998.0,5,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True
False,0,19845.0,32237.0,5,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,1,5343.0,35530.0,6,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,False
False,0,9688.0,27890.0,5,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
False,1,27760.0,31795.0,5,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
False,1,3531.0,36498.0,5,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
False,0,42584.0,27469.0,6,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False
False,0,26984.0,27400.0,8,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
